carat,cut,color,clarity,price
0.3,0,1,5,6.851
0.41,4,1,3,6.915
1.39,3,1,2,8.897
1.1,4,3,1,8.677
0.38,1,2,4,6.578
1.51,4,5,1,8.874
1.51,3,4,0,8.706
0.72,3,4,4,7.791
1.2,4,4,4,8.88
0.53,3,2,0,6.787
0.9,1,3,3,8.321
1.22,4,2,6,9.465
0.32,2,3,5,6.51
1.21,3,1,2,8.711
0.72,4,1,3,8.097
1.51,1,6,3,8.968
0.71,4,1,3,7.98
0.48,4,2,7,7.675
1.03,4,2,2,8.362
1.0,1,4,2,8.152
1.29,4,4,2,8.687
2.01,3,4,1,9.755
1.04,2,3,4,8.585
1.09,4,1,3,9.084
0.43,4,4,3,6.745
0.23,2,1,5,6.273
1.01,3,3,1,8.312
0.31,3,1,5,6.704
0.72,4,2,2,7.891
2.05,3,3,1,9.53
0.5,4,1,3,7.473
0.36,4,2,3,6.708
1.51,2,4,2,9.117
0.7,4,2,1,7.853
0.7,3,5,6,7.838
0.7,3,5,2,7.544
1.02,3,3,1,8.55
0.94,2,2,2,8.166
0.71,2,5,4,7.627
0.3,2,2,1,6.215
2.02,2,5,1,9.762
2.14,2,5,1,9.666
0.32,4,2,7,6.849
1.06,4,2,5,9.164
1.72,3,4,4,9.346
0.4,2,2,2,6.361
1.27,2,5,1,8.692
0.7,3,0,5,8.074
0.41,1,6,7,6.718
1.5,4,6,6,9.192
0.36,4,2,7,7.036
1.8,4,4,3,9.722
0.5,2,1,2,6.982
0.71,2,2,4,7.929
0.4,2,0,5,7.141
0.31,4,1,4,6.522
0.36,4,6,5,6.263
2.02,1,5,2,9.549
0.4,2,5,1,6.39
0.73,4,0,1,7.989
1.25,4,3,5,9.304
1.01,4,2,5,9.102
1.34,4,4,4,8.999
1.01,0,5,3,8.358
0.91,2,5,2,7.949
0.35,4,2,4,6.809
0.55,2,1,4,7.449
0.31,1,4,4,6.192
0.31,4,3,7,6.792
0.23,2,1,5,6.225
1.2,3,1,2,8.764
1.14,4,2,4,8.989
0.36,3,3,3,6.837
0.36,2,3,5,6.624
1.0,2,0,1,8.674
0.58,4,2,3,7.577
0.58,4,2,4,7.49
0.5,4,0,2,7.122
1.59,4,6,1,8.98
1.02,1,3,6,8.97
0.31,2,1,6,6.946
0.43,2,2,2,6.521
0.93,2,2,0,7.772
0.56,3,4,4,7.267
0.43,3,1,2,6.574
0.41,4,5,5,6.967
1.11,4,0,5,9.394
0.7,3,3,1,7.789
0.32,4,4,4,6.225
1.34,0,3,2,8.538
2.02,2,3,2,9.4
1.02,3,4,4,8.6
0.42,4,3,6,7.119
1.21,3,6,4,8.485
0.6,4,0,4,7.813
0.52,4,3,5,7.555
0.32,4,0,2,6.168
0.4,1,0,1,6.503
0.73,4,3,3,8.017
0.24,2,4,5,6.107
0.7,3,4,2,7.588
0.31,2,4,4,6.192
0.33,4,2,4,6.75
1.04,2,2,4,8.755
0.4,4,6,7,6.719
1.0,3,1,1,8.575
0.26,2,1,1,5.951
0.9,2,5,4,8.113
0.7,1,1,1,7.822
0.41,2,3,3,6.811
0.5,2,1,4,7.352
0.43,1,5,4,6.545
0.3,3,0,1,6.564
0.53,1,1,1,7.156
0.9,0,4,3,8.161
0.5,4,0,5,7.701
0.29,2,2,3,6.223
0.9,0,2,4,8.35
1.25,4,3,5,9.314
1.0,2,1,7,9.301
0.41,4,3,7,7.22
0.34,3,4,4,6.535
0.34,3,3,2,6.353
1.76,4,2,2,9.176
0.31,3,1,3,6.599
1.1,4,3,5,9.196
1.15,1,2,2,8.398
0.5,4,4,4,7.154
1.14,4,4,4,8.671
1.26,3,6,1,8.54
0.51,3,3,4,7.343
0.34,4,0,6,7.033
0.58,3,2,1,7.399
0.71,2,1,3,7.988
0.36,4,0,1,6.677
0.32,3,3,3,6.719
1.73,2,5,3,9.379
0.57,4,3,1,7.273
0.53,4,0,4,7.486
1.0,1,2,4,8.595
0.5,4,0,5,7.814
0.32,4,3,7,6.822
0.3,4,0,1,6.314
0.7,4,6,4,7.57
1.06,3,2,4,8.69
0.91,1,3,2,8.114
1.11,4,0,2,8.613
0.38,2,1,1,6.461
1.1,4,2,4,8.934
0.33,4,0,4,6.91
1.0,1,2,2,8.307
1.57,2,6,4,8.966
2.06,4,5,2,9.582
0.41,2,2,3,6.836
1.02,4,0,2,8.506
1.01,3,2,4,8.687
0.3,4,0,4,6.507
0.55,4,3,6,7.813
0.52,2,5,2,6.881
0.43,3,4,1,6.823
1.0,4,4,5,8.796
0.31,4,3,6,6.704
1.36,1,3,1,8.941
0.71,4,2,4,7.978
1.09,4,6,2,8.524
0.67,1,2,5,7.782
1.01,3,1,4,8.823
1.2,2,2,1,8.852
0.52,4,3,3,7.435
1.02,4,3,4,8.757
0.9,2,5,4,8.153
1.01,1,0,2,8.357
0.44,3,4,4,6.697
1.02,4,4,1,8.743
0.36,4,1,3,6.748
0.73,3,2,2,7.586
0.27,2,2,3,6.061
0.72,4,3,2,7.634
0.55,4,0,1,7.434
1.34,3,3,2,8.774
0.33,3,3,6,6.766
1.0,4,3,3,8.756
1.81,0,6,0,8.676
0.34,4,1,1,6.39
0.32,4,4,5,6.443
1.01,4,0,1,8.792
0.3,2,4,4,6.159
1.51,4,3,1,9.386
1.2,4,0,4,9.151
0.41,4,2,7,7.272
1.3,4,5,3,8.844
0.91,3,1,3,8.529
0.53,4,4,4,7.181
0.3,3,1,2,6.223
0.41,2,1,1,6.627
0.56,2,4,5,7.452
1.12,2,0,1,8.694
0.54,4,0,4,7.597
0.62,2,1,2,7.263
0.51,3,2,4,7.361
1.26,3,2,3,9.275
0.36,2,0,4,6.632
0.31,2,1,6,6.778
0.44,4,2,2,6.485
1.51,1,4,4,9.192
0.46,1,0,4,7.094
1.02,4,3,1,8.588
0.3,4,1,6,6.976
0.5,2,4,6,7.516
2.0,3,0,2,9.44
1.54,4,6,5,9.124
0.63,4,2,5,7.993
0.38,2,2,4,6.685
0.3,2,1,4,6.489
1.26,3,5,4,8.697
0.38,4,2,1,6.773
1.35,4,3,3,9.247
2.61,4,6,2,9.753
0.36,4,0,1,6.746
0.34,4,1,4,6.863
0.34,4,0,1,6.688
0.51,2,3,3,7.462
1.2,3,4,1,8.721
1.2,4,3,3,9.059
1.01,2,2,4,8.639
0.43,2,0,2,6.574
0.31,4,1,3,6.599
1.7,4,5,5,9.492
0.54,4,0,4,7.453
1.26,4,6,1,8.576
0.45,4,5,3,6.715
0.5,1,6,1,6.816
0.4,2,2,5,6.956
0.25,4,0,1,6.114
0.3,4,2,3,6.48
0.3,3,6,3,6.227
0.9,3,3,1,8.29
0.7,4,3,3,8.102
0.3,3,0,4,6.746
0.3,4,0,4,6.815
0.61,2,5,4,7.36
0.52,1,5,1,6.886
0.4,3,2,3,6.957
1.02,1,6,2,8.199
0.8,3,2,1,8.033
1.14,2,4,1,8.605
0.41,4,4,2,6.668
0.32,3,1,1,6.579
0.74,3,2,2,7.776
0.28,4,5,3,6.221
0.73,2,6,1,7.616
0.32,4,2,4,6.469
0.57,3,6,3,7.382
0.32,4,3,5,6.548
0.7,4,3,2,7.728
0.72,4,1,1,7.998
0.54,4,3,5,7.793
1.13,3,4,0,8.155
1.68,3,3,3,9.506
0.7,4,0,1,7.963
0.6,2,5,4,7.246
1.21,4,2,4,9.07
1.03,4,3,1,8.539
1.27,2,5,4,8.701
0.53,4,1,4,7.503
0.52,4,2,7,7.794
1.56,2,6,2,8.804
0.93,3,2,4,8.509
0.6,2,3,3,7.556
0.33,4,1,6,6.958
0.84,3,4,2,7.874
0.5,4,1,1,7.255
1.51,3,4,2,8.996
0.57,3,3,4,7.455
1.51,3,5,6,9.29
0.57,2,6,7,7.373
1.22,4,5,4,8.659
0.32,4,0,3,6.702
2.42,3,5,3,9.756
0.28,2,2,5,6.465
0.91,2,2,2,8.314
1.07,4,1,2,8.709
0.51,3,3,5,7.588
0.32,3,0,4,6.631
2.0,3,4,1,9.324
0.41,2,2,6,7.023
1.09,4,1,1,8.832
0.51,4,2,3,7.464
0.43,4,1,1,6.924
1.51,2,3,6,9.634
1.55,4,6,3,9.053
0.27,2,0,5,6.43
1.24,4,3,3,9.042
0.54,4,3,5,7.557
0.42,3,4,6,6.974
0.7,3,2,2,7.491
1.08,4,3,4,8.784
0.27,2,0,5,6.433
0.79,2,6,4,7.741
0.51,4,2,4,7.358
0.3,4,2,3,6.346
1.01,2,3,4,8.645
1.0,1,2,2,8.243
1.07,3,2,4,8.744
0.53,4,3,1,7.135
0.86,4,5,4,7.903
2.0,1,5,4,9.698
0.72,3,2,1,7.929
1.2,4,3,2,8.67
1.01,4,3,1,8.545
1.24,3,3,7,9.26
0.3,4,1,3,6.507
0.24,2,2,5,6.314
0.51,3,1,1,7.343
0.9,2,6,1,8.251
0.82,2,1,2,7.998
2.1,2,6,4,9.499
0.41,4,1,6,7.275
0.31,4,1,2,6.075
0.51,1,1,1,7.203
1.19,4,5,7,8.883
1.02,2,4,1,8.377
0.62,2,3,4,7.504
1.25,3,3,6,9.022
0.31,3,3,1,6.385
2.01,3,4,1,9.502
0.7,4,2,4,7.838
1.38,4,3,2,8.867
0.4,3,1,4,6.882
0.73,3,2,1,7.863
2.09,3,6,2,9.489
0.31,4,0,3,6.545
0.41,3,4,1,6.775
0.31,1,4,3,6.299
0.32,4,5,4,6.107
1.26,4,4,2,8.794
1.44,2,4,2,8.872
1.24,2,2,4,9.095
1.09,3,3,3,8.912
0.52,4,1,4,7.543
0.3,4,4,4,6.196
0.9,2,0,2,8.17
0.33,3,2,1,6.558
2.07,4,3,2,9.747
0.56,2,1,4,7.506
1.01,0,1,6,9.051
0.54,4,6,1,6.871
1.48,4,1,2,9.085
0.28,2,1,5,6.465
1.2,2,5,5,8.538
2.66,1,4,2,9.825
0.33,1,5,3,6.256
0.54,4,4,5,7.436
2.29,4,6,2,9.527
0.24,2,2,5,6.17
1.52,3,2,1,9.371
1.01,2,1,1,8.514
1.5,3,1,2,9.113
2.01,0,5,2,9.275
0.33,3,3,4,6.611
0.56,4,1,4,7.506
0.9,4,2,1,8.372
0.3,3,0,1,6.564
0.81,4,1,6,8.657
0.7,4,2,1,7.952
0.73,2,1,1,7.893
0.91,2,0,2,8.255
0.3,2,3,6,6.603
0.3,4,1,3,6.815
1.0,4,6,2,8.15
1.2,2,6,2,8.429
0.51,2,6,1,6.771
1.04,2,2,2,8.414
0.32,4,2,1,6.474
0.36,3,2,1,6.646
1.01,3,1,3,8.967
0.73,4,3,7,8.329
0.4,2,6,4,6.39
1.03,4,0,4,8.949
0.81,3,4,3,7.997
0.42,4,5,1,6.818
0.8,4,0,1,8.188
0.31,4,0,2,6.136
2.01,3,4,1,9.725
0.28,4,3,7,6.477
0.92,3,1,2,8.21
1.41,2,4,2,8.901
0.76,2,3,1,7.855
1.06,1,2,2,8.38
0.9,1,2,2,7.994
0.7,2,2,1,7.746
0.55,4,3,5,7.612
0.51,2,3,5,7.467
0.42,4,1,1,6.65
2.51,1,5,2,9.562
0.29,2,3,5,6.293
0.9,1,3,1,8.164
0.3,3,4,4,6.41
0.3,4,4,7,6.639
2.0,3,6,0,8.527
1.5,3,4,3,9.323
0.37,3,1,4,6.878
0.33,4,3,3,6.501
1.13,4,2,4,8.905
1.5,2,0,4,9.495
0.42,4,0,4,7.006
0.5,2,5,3,6.921
1.34,4,3,2,8.862
1.06,4,0,2,8.451
1.12,4,3,4,8.904
1.05,4,3,1,8.555
0.38,4,5,6,6.612
0.3,3,0,4,6.565
0.57,4,0,2,7.195
0.91,2,4,4,8.297
1.62,3,4,1,9.346
0.9,3,2,2,8.217
1.07,2,3,4,8.716
0.25,2,2,6,6.356
0.35,4,4,4,6.347
0.46,2,1,1,6.939
0.56,2,1,4,7.506
0.57,4,0,1,7.47
0.37,3,1,3,6.775
1.76,4,3,3,9.808
4.5,0,6,0,9.827
1.07,3,4,3,8.41
0.33,4,0,4,6.751
1.01,2,2,4,8.821
0.24,2,0,5,6.184
0.7,2,2,2,7.646
0.71,4,1,4,7.884
0.72,1,4,2,7.629
0.32,4,0,2,6.168
1.57,4,5,4,9.22
1.52,3,4,1,9.218
0.54,3,2,3,7.48
1.11,2,1,2,8.5
0.54,3,2,2,7.051
0.25,3,1,4,6.263
0.32,4,1,1,6.326
0.69,2,3,6,8.109
1.08,3,2,4,8.865
0.32,4,3,3,6.719
0.74,2,1,4,8.109
2.24,2,4,2,9.685
0.47,1,4,3,6.938
0.31,4,4,6,6.509
1.11,4,4,2,8.447
1.01,2,1,1,8.499
0.28,2,0,3,6.127
0.44,4,3,7,7.228
0.54,3,5,2,6.921
1.26,4,3,3,9.247
0.24,4,4,6,6.223
0.32,4,0,2,6.417
0.33,4,0,4,6.91
1.33,2,5,4,8.733
0.47,4,6,1,6.607
1.54,3,2,2,8.922
0.55,4,6,4,7.139
1.2,3,4,2,8.251
0.33,4,3,4,6.361
0.55,4,1,4,7.418
1.12,3,4,2,8.266
0.34,4,1,1,6.64
1.01,2,3,3,8.699
0.32,4,0,3,6.56
0.3,1,0,1,6.314
1.03,4,4,1,8.468
0.82,2,1,4,8.241
0.7,2,1,1,7.865
1.09,0,5,1,8.36
0.39,3,3,1,6.778
1.01,3,3,2,8.373
1.07,2,5,1,8.368
0.33,1,0,1,6.34
1.51,4,2,4,9.661
0.72,4,2,3,8.232
0.71,4,2,3,7.975
1.7,4,6,4,9.211
0.5,1,0,1,7.27
0.42,4,4,7,7.149
1.02,1,2,1,8.576
0.92,2,5,1,8.109
0.4,2,0,1,6.503
0.51,3,1,1,7.343
1.22,4,4,2,8.667
1.0,0,1,1,8.559
1.08,3,4,1,8.533
0.7,1,1,4,7.747
0.55,4,5,1,7.034
0.31,4,4,4,6.192
0.33,4,0,4,6.661
0.5,2,1,5,7.652
2.01,3,3,2,9.653
1.58,4,6,6,9.245
0.83,2,3,2,7.723
1.97,3,2,2,9.576
0.75,2,6,1,7.642
0.25,0,0,3,6.333
0.7,4,2,3,8.091
2.29,3,4,4,9.772
0.5,3,2,2,7.066
0.27,1,2,6,6.211
1.02,3,2,4,8.736
0.41,3,2,1,6.627
0.54,3,1,3,7.57
1.09,4,5,4,8.548
0.72,4,5,5,7.861
0.4,1,2,4,6.717
0.71,1,2,5,7.992
0.4,2,2,1,6.603
1.62,4,5,4,9.325
0.73,4,3,1,7.857
0.55,3,3,2,7.155
0.31,1,5,3,6.373
0.3,4,1,5,6.581
0.81,4,1,2,7.96
0.7,0,3,0,6.863
0.95,3,3,2,7.985
1.07,4,2,1,8.708
1.06,3,2,1,8.563
1.05,3,3,2,8.299
2.02,2,3,2,9.196
0.71,3,2,1,7.807
0.56,4,3,7,7.74
0.31,2,1,5,6.565
0.53,4,0,4,7.527
1.01,2,2,3,8.813
0.77,4,2,1,8.042
1.7,1,4,4,9.402
0.41,2,3,5,6.837
0.32,3,2,4,6.719
0.5,4,1,4,7.386
1.01,3,1,4,8.68
0.38,4,0,3,6.891
1.75,3,2,4,9.751
0.42,4,2,5,7.041
0.72,2,1,2,7.662
0.3,4,6,5,6.023
0.32,4,5,1,6.317
0.72,4,4,3,8.061
0.36,2,1,1,6.422
0.4,2,4,6,6.861
0.5,4,3,6,7.531
0.93,2,2,1,8.356
1.51,1,4,3,9.223
0.9,1,2,2,8.152
1.01,2,2,4,8.785
1.13,3,5,2,8.225
0.71,4,2,2,7.869
1.4,3,0,2,9.038
1.01,1,3,1,8.571
0.57,3,1,1,7.386
0.51,2,3,4,7.271
0.42,4,4,7,7.103
1.26,2,5,3,8.833
1.5,1,3,2,8.788
0.31,2,3,2,6.071
0.61,4,3,7,7.854
1.45,2,0,5,9.773
1.2,1,6,4,8.442
0.31,2,3,1,6.136
0.62,3,0,2,7.483
0.55,4,1,1,7.419
0.41,3,3,1,6.828
1.21,4,4,1,8.711
0.33,3,3,5,6.872
0.75,2,2,3,8.077
1.16,3,5,4,8.509
1.0,1,3,1,8.418
0.7,4,3,3,7.838
0.3,4,3,3,6.405
1.38,4,2,4,9.324
0.36,4,5,4,6.474
0.61,3,2,5,7.749
0.24,2,2,3,5.922
0.58,4,2,5,7.828
1.15,4,5,3,8.688
0.32,4,3,4,6.33
0.62,4,2,1,7.401
1.01,4,1,4,8.912
0.42,4,1,4,6.811
0.51,3,1,4,7.485
0.32,4,4,6,6.593
1.53,4,5,4,9.344
1.0,2,3,5,8.884
0.31,4,0,4,6.848
0.24,2,2,4,6.038
0.72,4,1,3,8.281
0.71,1,0,2,7.703
0.31,3,0,1,6.596
0.34,3,1,4,6.613
0.52,3,1,4,7.363
1.2,2,5,7,8.874
1.13,4,0,2,8.596
0.51,1,1,3,7.473
0.31,4,5,1,6.035
0.4,4,3,6,6.957
1.02,3,3,5,8.954
1.0,1,2,2,8.288
0.3,4,2,1,6.213
1.21,4,3,3,9.277
0.52,3,2,4,7.381
1.03,4,2,4,8.804
0.73,4,3,1,7.886
0.33,4,1,4,6.833
0.57,3,5,2,7.0
1.02,3,4,4,8.56
0.38,4,0,6,7.244
0.6,1,6,3,7.175
0.52,4,4,6,7.393
0.36,3,0,4,6.748
0.4,4,0,2,6.433
1.5,4,1,1,9.34
1.0,0,2,1,8.502
0.53,4,3,3,7.451
0.9,2,0,1,8.367
0.41,4,1,4,6.907
1.01,1,5,1,8.336
1.22,4,4,1,8.762
0.74,2,2,1,7.895
0.72,4,0,3,8.268
0.5,2,1,2,7.007
0.43,4,3,6,7.096
0.4,4,1,3,6.858
0.31,4,0,4,6.599
0.54,2,4,6,7.521
1.01,1,4,2,8.275
1.0,0,2,2,8.091
1.57,4,2,1,9.352
1.07,3,3,5,8.935
0.24,1,2,3,5.922
1.2,2,5,3,8.803
1.21,1,3,0,8.136
1.22,4,4,2,8.631
2.25,4,1,0,9.113
0.53,4,3,6,7.579
1.11,4,0,2,8.639
0.33,3,2,1,6.558
2.01,1,4,2,9.613
0.51,2,2,1,7.143
0.39,4,5,6,6.691
1.52,3,0,2,9.258
0.74,2,3,1,7.924
1.01,4,3,4,8.78
0.71,2,4,2,7.757
0.31,4,3,4,6.299
0.61,4,2,5,8.086
1.77,4,0,2,9.215
0.31,4,0,4,6.599
0.53,3,0,3,7.917
0.83,4,2,1,8.088
1.03,2,2,1,8.516
0.7,3,0,3,7.992
0.51,4,0,4,7.54
0.3,2,3,1,6.353
1.1,3,4,1,8.528
0.31,2,0,2,6.136
0.52,4,3,5,7.555
0.7,4,2,1,7.784
0.35,1,4,1,6.196
0.7,1,2,1,7.784
0.74,4,3,2,7.897
0.39,2,6,6,6.576
1.01,2,1,3,9.067
0.31,4,1,6,6.686
0.31,4,1,3,6.529
1.03,4,3,4,8.739
1.03,2,2,2,8.4
0.9,1,3,2,8.103
2.14,4,6,4,9.603
0.41,2,1,2,6.526
0.91,1,2,3,8.412
0.38,4,2,7,7.1
0.53,4,3,3,7.382
1.28,2,5,2,8.64
0.24,4,2,7,6.519
0.3,2,3,1,6.103
0.26,4,3,4,5.984
0.9,2,4,3,8.404
1.01,4,4,1,8.341
1.05,3,3,7,9.106
1.23,4,2,5,9.387
0.53,4,4,3,7.378
1.06,3,2,1,8.471
0.32,2,0,1,6.628
1.19,4,3,1,8.754
0.35,4,5,4,6.446
0.23,4,1,4,6.306
1.02,0,2,2,8.231
0.52,4,1,4,7.359
1.5,3,4,2,8.88
1.01,2,1,1,8.469
2.16,2,3,2,9.627
0.34,4,1,4,6.704
0.33,4,2,7,6.935
0.56,4,3,3,7.526
0.58,3,1,1,7.403
1.5,2,0,3,9.655
1.2,3,4,3,8.484
0.41,3,3,1,6.578
0.52,4,4,6,7.47
0.9,3,4,1,8.128
1.03,3,3,1,8.525
0.76,0,0,2,7.831
0.34,3,3,4,6.64
0.91,3,2,2,8.228
1.2,2,4,1,8.703
0.51,4,2,4,7.431
0.73,0,2,2,7.68
2.0,4,1,2,9.41
0.4,0,3,3,6.682
0.5,4,3,4,7.279
1.26,1,6,4,8.559
1.24,3,1,2,8.76
0.7,2,0,4,8.006
0.41,3,5,6,7.009
0.35,3,4,2,6.089
1.45,2,2,4,9.365
0.36,4,1,3,6.727
0.62,3,4,2,7.055
0.76,3,0,4,7.999
0.41,4,1,2,6.707
0.5,2,3,3,7.358
1.04,3,3,4,8.793
1.07,3,0,2,8.507
0.51,2,0,1,7.361
1.03,2,3,2,8.404
0.73,0,0,1,7.84
0.52,4,5,3,7.213
0.41,3,0,2,6.775
0.53,2,1,4,7.382
1.15,4,4,4,8.698
1.1,2,2,1,8.66
0.31,4,2,6,6.893
1.54,3,2,2,9.111
0.83,4,6,4,7.916
0.31,3,0,1,6.596
0.31,4,0,4,6.848
0.33,3,3,6,6.766
1.5,3,0,4,9.623
0.78,4,2,4,8.169
0.7,3,2,1,7.714
0.36,4,1,3,6.642
0.32,3,0,4,6.879
0.51,3,3,3,7.485
0.92,1,5,1,8.126
2.01,3,4,2,9.66
0.32,4,1,7,6.85
2.38,3,4,1,9.72
1.0,3,1,2,8.456
0.32,4,3,3,6.719
1.0,2,4,1,8.524
0.72,2,2,5,8.113
1.53,4,5,4,9.196
1.2,1,4,1,8.729
2.01,2,5,3,9.602
1.23,4,3,3,9.044
1.5,1,5,0,8.215
0.9,2,3,4,8.345
0.33,3,3,3,6.501
2.0,1,3,2,9.251
0.53,4,5,1,6.998
0.7,4,2,1,7.862
0.71,4,1,3,8.111
0.34,4,2,3,6.633
1.03,3,4,1,8.538
1.01,2,0,2,8.19
1.0,3,3,7,8.965
1.01,3,2,1,8.471
1.22,2,4,1,8.711
1.51,3,2,4,9.579
0.77,4,4,4,8.293
1.01,2,6,2,8.241
0.74,3,3,2,7.782
0.77,2,5,4,7.679
0.32,2,5,6,6.378
1.0,3,2,2,8.401
0.94,3,1,1,8.429
1.01,4,1,1,8.589
0.5,1,2,4,7.27
0.3,4,0,6,6.998
0.96,3,1,2,8.322
0.9,2,1,2,8.22
0.31,4,0,3,6.777
1.06,4,4,2,8.39
1.0,1,1,2,8.369
0.31,4,2,7,7.063
2.18,4,6,4,9.707
0.33,4,4,3,6.361
0.5,2,0,4,7.472
1.03,3,4,1,8.391
1.03,2,0,2,8.51
0.33,4,1,6,6.958
1.04,4,3,4,8.786
0.3,4,2,4,6.654
0.59,2,3,6,7.721
1.19,2,6,2,8.373
0.52,2,3,4,7.279
0.56,4,1,5,7.809
1.22,2,6,4,8.475
1.76,4,5,3,9.36
0.35,2,4,5,6.56
1.0,2,2,1,8.541
0.7,3,3,5,8.006
1.27,3,2,3,9.213
0.32,4,2,6,6.831
2.0,2,1,2,9.672
0.55,4,2,4,7.444
2.06,3,5,1,9.581
0.58,3,3,2,7.175
1.51,2,5,1,8.973
1.03,4,2,2,8.431
1.14,4,6,4,8.498
0.51,4,0,2,7.215
1.64,4,1,1,9.19
0.57,4,3,3,7.575
0.71,4,3,4,7.927
1.01,4,4,1,8.548
1.21,2,6,4,8.453
0.31,3,3,3,6.687
0.37,1,0,1,6.524
0.71,4,4,2,7.613
1.51,2,2,1,9.355
0.42,4,0,5,7.098
0.42,3,1,3,7.008
1.2,3,4,1,8.513
0.33,4,0,4,6.688
0.3,2,6,3,5.976
1.54,3,3,1,9.009
0.52,2,1,2,6.965
0.31,4,2,6,6.733
1.06,3,6,2,8.249
0.31,4,4,3,6.548
0.52,4,3,2,7.048
0.84,2,0,2,8.054
0.26,4,3,3,6.122
0.53,3,1,4,7.574
1.01,1,3,2,8.345
0.4,2,3,5,6.89
0.48,3,2,4,7.165
0.34,4,1,3,6.94
0.5,4,0,4,7.52
1.24,2,6,3,8.663
0.31,2,3,1,6.136
0.31,3,3,4,6.299
0.9,1,2,3,8.497
0.32,3,6,4,5.974
0.9,4,0,1,8.64
2.03,2,5,4,9.669
0.3,4,4,4,6.196
0.6,4,0,5,8.126
0.3,4,3,3,6.436
1.01,3,3,1,8.449
0.9,0,2,4,8.277
0.61,2,0,3,7.795
1.01,3,1,1,8.373
1.12,4,4,1,8.676
1.21,1,4,3,8.835
0.54,2,3,2,6.987
1.04,0,2,0,7.666
0.56,4,3,1,7.372
1.0,2,0,5,9.184
0.56,2,3,5,7.606
0.82,4,1,2,8.049
0.4,3,0,4,6.957
1.7,3,3,4,9.688
1.51,3,2,4,9.478
0.3,3,1,3,6.815
0.4,2,2,3,6.791
0.28,4,4,3,6.176
0.55,4,3,2,7.018
0.62,3,2,1,7.483
0.42,4,5,3,6.648
0.3,4,3,4,6.892
1.53,1,1,1,9.333
1.5,1,4,2,8.831
0.29,4,3,6,6.409
0.52,3,1,1,7.222
0.32,3,3,4,6.51
0.81,3,0,3,8.363
0.52,4,3,5,7.548
0.52,1,0,2,7.165
1.2,2,4,3,8.812
1.17,3,3,3,8.945
0.53,4,2,3,7.554
0.72,4,3,3,8.154
0.37,4,3,4,6.509
0.32,4,4,3,6.579
2.01,0,4,2,9.229
1.08,4,4,2,8.42
0.57,3,3,3,7.465
0.3,3,2,4,6.405
2.07,4,4,2,9.809
0.43,3,3,4,7.015
0.4,4,1,1,6.603
0.9,1,3,1,8.247
1.2,3,4,1,8.745
1.15,4,1,1,8.617
0.3,3,4,3,6.196
1.07,4,1,2,8.649
1.68,4,3,4,9.664
0.9,3,1,1,8.273
0.33,4,3,6,7.016
0.44,2,1,1,6.697
1.02,2,2,5,9.183
0.31,4,0,6,6.892
0.5,4,0,3,7.617
0.51,4,4,4,7.354
1.04,3,0,1,8.719
1.71,3,3,4,9.309
0.47,2,0,3,7.26
0.5,2,1,4,7.249
0.44,4,3,6,7.041
0.58,1,3,1,7.236
0.32,2,3,6,6.649
1.07,4,0,3,9.113
1.95,2,4,1,9.589
0.29,4,2,4,6.223
1.08,2,3,5,8.97
0.7,1,5,4,7.712
1.22,2,3,4,9.033
0.41,4,2,3,6.915
0.34,4,3,4,6.39
0.31,1,1,1,6.299
0.79,2,2,1,7.876
0.97,3,0,1,8.46
0.4,4,0,4,6.957
0.44,2,2,2,6.474
0.33,4,4,7,6.866
0.92,4,2,1,8.35
0.56,4,0,2,7.244
0.5,2,0,4,7.399
0.44,4,0,3,7.165
0.27,4,4,4,6.395
1.53,2,1,2,9.02
0.53,4,4,3,7.382
0.51,2,2,1,7.225
0.64,2,3,3,7.63
0.7,4,3,1,7.756
1.03,3,1,1,8.715
1.14,3,0,2,8.527
0.7,1,1,4,7.781
0.54,4,1,5,7.929
0.3,3,0,1,6.564
0.41,3,2,4,6.76
0.37,4,4,6,6.703
0.31,4,1,6,6.749
0.25,3,1,5,6.607
1.53,2,2,1,9.33
1.5,3,3,4,9.418
1.01,3,0,1,8.576
0.83,4,3,1,8.062
1.19,3,3,4,8.908
0.52,3,3,1,7.13
0.41,2,1,6,7.077
0.26,3,1,6,6.454
1.13,4,3,5,9.011
0.41,2,0,6,7.207
0.7,3,5,5,7.789
0.24,2,2,5,6.288
0.31,4,0,4,6.848
0.7,3,3,4,7.816
2.01,2,6,1,9.556
0.33,4,1,4,6.604
1.7,2,3,3,9.754
1.12,3,6,4,8.394
0.5,3,1,4,7.429
1.08,4,5,2,8.256
0.42,2,2,1,6.831
0.52,2,0,4,7.508
0.7,1,2,3,7.775
0.41,3,1,3,6.984
0.3,2,4,3,6.515
0.32,4,0,2,6.168
0.33,4,1,4,6.833
0.32,3,1,4,6.363
0.52,4,2,2,7.022
1.02,2,2,2,8.345
0.9,2,1,1,8.37
0.35,4,0,6,7.062
0.54,4,4,3,7.444
0.51,4,3,2,7.022
0.32,4,3,6,6.985
0.4,3,0,5,7.188
1.0,2,3,4,8.62
0.31,4,3,3,6.438
2.01,2,3,2,9.415
0.6,4,4,6,7.851
0.7,2,2,1,7.746
1.0,3,3,3,8.719
0.4,3,3,4,6.624
1.64,3,4,2,9.13
0.6,2,5,5,7.356
0.36,4,4,3,6.697
1.21,3,3,3,9.025
0.45,4,3,6,7.214
